Trial,Time,% in 1,% in 2,% in 3,% in 4
34,4200.0-4300.0,70.0,0.0,0.0,0.0
34,4300.0-4400.0,100.0,0.0,0.0,0.0
34,4400.0-4500.0,80.0,0.0,0.0,0.0
34,4500.0-4600.0,100.0,0.0,0.0,0.0
34,4600.0-4700.0,100.0,0.0,0.0,0.0
34,4700.0-4800.0,86.0,0.0,0.0,0.0
34,4800.0-4900.0,100.0,0.0,0.0,0.0
34,4900.0-5000.0,100.0,0.0,0.0,0.0
34,5000.0-5100.0,100.0,0.0,0.0,0.0
34,5100.0-5200.0,100.0,0.0,0.0,0.0
34,5200.0-5300.0,93.0,0.0,0.0,0.0
34,5300.0-5400.0,100.0,0.0,0.0,0.0
34,5400.0-5500.0,100.0,0.0,0.0,0.0
34,5500.0-5600.0,91.0,0.0,0.0,0.0
34,5600.0-5700.0,100.0,0.0,0.0,0.0
34,5700.0-5800.0,65.0,0.0,0.0,0.0
35,2700.0-2800.0,0.0,0.0,37.0,10.0
35,2800.0-2900.0,0.0,0.0,97.0,0.0
35,2900.0-3000.0,0.0,0.0,81.0,0.0
35,3000.0-3100.0,0.0,0.0,100.0,0.0
35,3100.0-3200.0,0.0,0.0,100.0,0.0
35,3200.0-3300.0,0.0,0.0,78.0,0.0
35,3300.0-3400.0,0.0,0.0,95.0,0.0
35,3400.0-3500.0,0.0,0.0,85.0,0.0
35,3500.0-3600.0,0.0,0.0,100.0,0.0
35,3600.0-3700.0,0.0,0.0,75.0,0.0
35,3700.0-3800.0,0.0,0.0,57.0,0.0
35,3800.0-3900.0,0.0,0.0,93.0,0.0
35,3900.0-4000.0,0.0,0.0,77.0,0.0
35,4000.0-4100.0,0.0,59.0,0.0,0.0
35,4100.0-4200.0,0.0,100.0,0.0,0.0
35,4200.0-4300.0,0.0,85.0,0.0,0.0
35,4300.0-4400.0,0.0,84.0,0.0,0.0
35,4400.0-4500.0,0.0,76.0,0.0,0.0
35,4500.0-4600.0,0.0,100.0,0.0,0.0
35,4600.0-4700.0,0.0,37.0,0.0,0.0
35,4700.0-4800.0,0.0,0.0,100.0,0.0
35,4800.0-4900.0,0.0,0.0,97.0,0.0
35,4900.0-5000.0,0.0,0.0,78.0,0.0
35,5000.0-5100.0,0.0,0.0,83.0,0.0
35,5100.0-5200.0,0.0,0.0,0.0,46.0
35,5200.0-5300.0,0.0,0.0,0.0,92.0
35,5300.0-5400.0,0.0,0.0,0.0,69.0
35,5400.0-5500.0,43.0,0.0,0.0,0.0
35,5500.0-5600.0,100.0,0.0,0.0,0.0
35,5600.0-5700.0,77.0,0.0,0.0,0.0
35,5700.0-5800.0,100.0,0.0,0.0,0.0
35,5800.0-5900.0,100.0,0.0,0.0,0.0
35,5900.0-6000.0,100.0,0.0,0.0,0.0
38,2700.0-2800.0,0.0,0.0,0.0,100.0
38,2800.0-2900.0,0.0,0.0,0.0,100.0
38,2900.0-3000.0,0.0,0.0,0.0,71.0
38,3000.0-3100.0,0.0,0.0,0.0,100.0
38,3100.0-3200.0,0.0,0.0,0.0,84.0
38,3200.0-3300.0,0.0,0.0,0.0,100.0
38,3300.0-3400.0,0.0,0.0,17.0,22.0
38,3400.0-3500.0,0.0,0.0,100.0,0.0
38,3500.0-3600.0,0.0,0.0,76.0,0.0
38,3600.0-3700.0,0.0,0.0,100.0,0.0
38,3700.0-3800.0,0.0,0.0,66.0,0.0
38,3800.0-3900.0,0.0,0.0,100.0,0.0
38,3900.0-4000.0,0.0,0.0,91.0,0.0
38,4000.0-4100.0,0.0,0.0,94.0,0.0
38,4100.0-4200.0,0.0,0.0,100.0,0.0
38,4200.0-4300.0,0.0,0.0,100.0,0.0
38,4300.0-4400.0,0.0,0.0,100.0,0.0
38,4400.0-4500.0,0.0,0.0,79.0,0.0
38,4500.0-4600.0,0.0,0.0,0.0,60.0
38,4600.0-4700.0,0.0,0.0,0.0,83.0
38,4700.0-4800.0,0.0,0.0,0.0,94.0
38,4800.0-4900.0,0.0,0.0,0.0,100.0
38,4900.0-5000.0,0.0,0.0,0.0,54.0
38,5000.0-5100.0,0.0,0.0,87.0,0.0
38,5100.0-5200.0,0.0,0.0,100.0,0.0
38,5200.0-5300.0,0.0,0.0,100.0,0.0
38,5300.0-5400.0,0.0,16.0,10.0,0.0
38,5400.0-5500.0,0.0,100.0,0.0,0.0
38,5500.0-5600.0,0.0,64.0,0.0,0.0
38,5600.0-5700.0,0.0,100.0,0.0,0.0
38,5700.0-5800.0,0.0,100.0,0.0,0.0
38,5800.0-5900.0,0.0,82.0,0.0,0.0
38,5900.0-6000.0,0.0,48.0,0.0,0.0
39,3200.0-3300.0,93.0,0.0,0.0,0.0
39,3300.0-3400.0,81.0,0.0,0.0,0.0
39,3400.0-3500.0,100.0,0.0,0.0,0.0
39,3500.0-3600.0,71.0,0.0,0.0,0.0
39,3600.0-3700.0,100.0,0.0,0.0,0.0
39,3700.0-3800.0,79.0,0.0,0.0,0.0
39,3800.0-3900.0,0.0,0.0,72.0,0.0
39,3900.0-4000.0,0.0,0.0,100.0,0.0
39,4000.0-4100.0,0.0,0.0,100.0,0.0
39,4100.0-4200.0,0.0,0.0,73.0,0.0
39,4200.0-4300.0,0.0,0.0,100.0,0.0
39,4300.0-4400.0,0.0,0.0,100.0,0.0
39,4400.0-4500.0,21.0,0.0,10.0,0.0
39,4500.0-4600.0,100.0,0.0,0.0,0.0
39,4600.0-4700.0,100.0,0.0,0.0,0.0
39,4700.0-4800.0,71.0,0.0,0.0,0.0
39,4800.0-4900.0,100.0,0.0,0.0,0.0
39,4900.0-5000.0,89.0,0.0,0.0,0.0
39,5000.0-5100.0,91.0,0.0,0.0,0.0
39,5100.0-5200.0,100.0,0.0,0.0,0.0
39,5200.0-5300.0,6.0,27.0,0.0,0.0
39,5300.0-5400.0,0.0,100.0,0.0,0.0
39,5400.0-5500.0,0.0,78.0,0.0,0.0
39,5500.0-5600.0,0.0,73.0,0.0,0.0
39,5600.0-5700.0,83.0,0.0,0.0,0.0
39,5700.0-5800.0,100.0,0.0,0.0,0.0
39,5800.0-5900.0,100.0,0.0,0.0,0.0
39,5900.0-6000.0,70.0,0.0,0.0,0.0
39,6000.0-6100.0,100.0,0.0,0.0,0.0
39,6100.0-6200.0,69.0,0.0,0.0,0.0
39,6200.0-6300.0,100.0,0.0,0.0,0.0
39,6300.0-6400.0,91.0,0.0,0.0,0.0
39,6400.0-6500.0,58.0,0.0,0.0,0.0
39,6500.0-6600.0,100.0,0.0,0.0,0.0
39,6600.0-6700.0,81.0,0.0,0.0,0.0
39,6700.0-6800.0,0.0,0.0,0.0,0.0
40,2600.0-2700.0,0.0,100.0,0.0,0.0
40,2700.0-2800.0,0.0,94.0,0.0,0.0
40,2800.0-2900.0,0.0,0.0,0.0,56.0
40,2900.0-3000.0,0.0,0.0,0.0,100.0
40,3000.0-3100.0,0.0,0.0,0.0,100.0
40,3100.0-3200.0,0.0,8.0,0.0,6.0
40,3200.0-3300.0,0.0,100.0,0.0,0.0
40,3300.0-3400.0,0.0,84.0,0.0,0.0
40,3400.0-3500.0,0.0,88.0,0.0,0.0
40,3500.0-3600.0,0.0,27.0,0.0,10.0
40,3600.0-3700.0,0.0,0.0,0.0,100.0
40,3700.0-3800.0,0.0,0.0,0.0,100.0
40,3800.0-3900.0,0.0,0.0,0.0,79.0
40,3900.0-4000.0,0.0,0.0,0.0,100.0
40,4000.0-4100.0,0.0,0.0,0.0,100.0
40,4100.0-4200.0,0.0,0.0,0.0,80.0
40,4200.0-4300.0,0.0,0.0,0.0,69.0
40,4300.0-4400.0,0.0,0.0,0.0,100.0
40,4400.0-4500.0,0.0,0.0,0.0,69.0
40,4500.0-4600.0,0.0,0.0,0.0,100.0
40,4600.0-4700.0,0.0,0.0,0.0,74.0
40,4700.0-4800.0,0.0,0.0,0.0,39.0
40,4800.0-4900.0,96.0,0.0,0.0,0.0
40,4900.0-5000.0,100.0,0.0,0.0,0.0
40,5000.0-5100.0,71.0,0.0,0.0,0.0
40,5100.0-5200.0,100.0,0.0,0.0,0.0
40,5200.0-5300.0,13.0,0.0,0.0,0.0
40,5300.0-5400.0,0.0,0.0,0.0,0.0
40,5400.0-5500.0,0.0,0.0,0.0,0.0
40,5500.0-5600.0,0.0,0.0,0.0,0.0
43,3100.0-3200.0,0.0,0.0,0.0,79.0
43,3200.0-3300.0,0.0,0.0,0.0,100.0
43,3300.0-3400.0,0.0,0.0,0.0,91.0
43,3400.0-3500.0,0.0,0.0,0.0,100.0
43,3500.0-3600.0,0.0,0.0,0.0,100.0
43,3600.0-3700.0,0.0,0.0,0.0,100.0
43,3700.0-3800.0,0.0,0.0,0.0,100.0
43,3800.0-3900.0,1.0,0.0,0.0,37.0
43,3900.0-4000.0,100.0,0.0,0.0,0.0
43,4000.0-4100.0,76.0,0.0,0.0,0.0
43,4100.0-4200.0,100.0,0.0,0.0,0.0
43,4200.0-4300.0,100.0,0.0,0.0,0.0
43,4300.0-4400.0,100.0,0.0,0.0,0.0
43,4400.0-4500.0,100.0,0.0,0.0,0.0
43,4500.0-4600.0,100.0,0.0,0.0,0.0
43,4600.0-4700.0,100.0,0.0,0.0,0.0
43,4700.0-4800.0,100.0,0.0,0.0,0.0
43,4800.0-4900.0,86.0,0.0,0.0,0.0
43,4900.0-5000.0,88.0,0.0,0.0,0.0
43,5000.0-5100.0,0.0,0.0,0.0,41.0
43,5100.0-5200.0,0.0,0.0,0.0,100.0
43,5200.0-5300.0,0.0,0.0,0.0,79.0
43,5300.0-5400.0,0.0,0.0,0.0,84.0
43,5400.0-5500.0,0.0,0.0,0.0,100.0
43,5500.0-5600.0,0.0,0.0,0.0,79.0
43,5600.0-5700.0,0.0,0.0,0.0,43.0
43,5700.0-5800.0,0.0,0.0,89.0,0.0
43,5800.0-5900.0,0.0,0.0,100.0,0.0
43,5900.0-6000.0,0.0,0.0,84.0,0.0
43,6000.0-6100.0,0.0,0.0,100.0,0.0
43,6100.0-6200.0,0.0,0.0,100.0,0.0
43,6200.0-6300.0,0.0,0.0,100.0,0.0
43,6300.0-6400.0,0.0,0.0,70.0,0.0
45,2800.0-2900.0,0.0,100.0,0.0,0.0
45,2900.0-3000.0,0.0,43.0,0.0,16.0
45,3000.0-3100.0,0.0,0.0,0.0,100.0
45,3100.0-3200.0,0.0,0.0,0.0,100.0
45,3200.0-3300.0,0.0,0.0,0.0,100.0
45,3300.0-3400.0,0.0,24.0,0.0,15.0
45,3400.0-3500.0,0.0,100.0,0.0,0.0
45,3500.0-3600.0,0.0,100.0,0.0,0.0
45,3600.0-3700.0,0.0,43.0,0.0,0.0
45,3700.0-3800.0,0.0,0.0,0.0,100.0
45,3800.0-3900.0,0.0,0.0,0.0,100.0
45,3900.0-4000.0,0.0,0.0,0.0,96.0
45,4000.0-4100.0,0.0,0.0,0.0,84.0
45,4100.0-4200.0,0.0,0.0,0.0,100.0
45,4200.0-4300.0,0.0,0.0,0.0,100.0
45,4300.0-4400.0,0.0,0.0,0.0,100.0
45,4400.0-4500.0,0.0,0.0,0.0,70.0
45,4500.0-4600.0,0.0,0.0,0.0,100.0
45,4600.0-4700.0,0.0,0.0,0.0,83.0
45,4700.0-4800.0,0.0,0.0,0.0,100.0
45,4800.0-4900.0,0.0,0.0,0.0,76.0
45,4900.0-5000.0,0.0,0.0,0.0,100.0
45,5000.0-5100.0,0.0,0.0,0.0,85.0
45,5100.0-5200.0,0.0,0.0,0.0,100.0
45,5200.0-5300.0,0.0,0.0,0.0,100.0
45,5300.0-5400.0,0.0,0.0,0.0,100.0
45,5400.0-5500.0,0.0,0.0,0.0,100.0
45,5500.0-5600.0,0.0,0.0,0.0,100.0
45,5600.0-5700.0,0.0,0.0,0.0,82.0
45,5700.0-5800.0,0.0,0.0,0.0,97.0
45,5800.0-5900.0,0.0,0.0,0.0,85.0
45,5900.0-6000.0,0.0,0.0,0.0,97.0
45,6000.0-6100.0,0.0,0.0,0.0,100.0
46,4400.0-4500.0,0.0,0.0,0.0,100.0
46,4500.0-4600.0,0.0,0.0,0.0,79.0
46,4600.0-4700.0,0.0,0.0,0.0,90.0
46,4700.0-4800.0,0.0,0.0,0.0,92.0
46,4800.0-4900.0,0.0,0.0,0.0,96.0
46,4900.0-5000.0,0.0,0.0,0.0,52.0
46,5000.0-5100.0,86.0,0.0,0.0,0.0
46,5100.0-5200.0,100.0,0.0,0.0,0.0
46,5200.0-5300.0,77.0,0.0,0.0,0.0
46,5300.0-5400.0,100.0,0.0,0.0,0.0
46,5400.0-5500.0,100.0,0.0,0.0,0.0
46,5500.0-5600.0,90.0,0.0,0.0,0.0
46,5600.0-5700.0,100.0,0.0,0.0,0.0
46,5700.0-5800.0,100.0,0.0,0.0,0.0
46,5800.0-5900.0,81.0,0.0,0.0,0.0
46,5900.0-6000.0,0.0,49.0,0.0,0.0
46,6000.0-6100.0,0.0,100.0,0.0,0.0
49,3100.0-3200.0,0.0,73.0,0.0,0.0
49,3200.0-3300.0,0.0,100.0,0.0,0.0
49,3300.0-3400.0,0.0,100.0,0.0,0.0
49,3400.0-3500.0,0.0,69.0,0.0,0.0
49,3500.0-3600.0,0.0,100.0,0.0,0.0
49,3600.0-3700.0,0.0,75.0,0.0,0.0
49,3700.0-3800.0,0.0,100.0,0.0,0.0
49,3800.0-3900.0,0.0,100.0,0.0,0.0
49,3900.0-4000.0,0.0,100.0,0.0,0.0
49,4000.0-4100.0,0.0,78.0,0.0,0.0
49,4100.0-4200.0,0.0,100.0,0.0,0.0
49,4200.0-4300.0,0.0,68.0,0.0,0.0
49,4300.0-4400.0,0.0,100.0,0.0,0.0
49,4400.0-4500.0,0.0,79.0,0.0,0.0
49,4500.0-4600.0,0.0,32.0,0.0,10.0
49,4600.0-4700.0,0.0,0.0,0.0,100.0
49,4700.0-4800.0,0.0,0.0,0.0,77.0
49,4800.0-4900.0,0.0,0.0,0.0,87.0
49,4900.0-5000.0,0.0,0.0,0.0,61.0
49,5000.0-5100.0,0.0,0.0,0.0,100.0
49,5100.0-5200.0,0.0,0.0,0.0,76.0
49,5200.0-5300.0,0.0,0.0,0.0,100.0
49,5300.0-5400.0,18.0,0.0,0.0,16.0
49,5400.0-5500.0,100.0,0.0,0.0,0.0
49,5500.0-5600.0,100.0,0.0,0.0,0.0
49,5600.0-5700.0,71.0,0.0,0.0,0.0
49,5700.0-5800.0,100.0,0.0,0.0,0.0
49,5800.0-5900.0,100.0,0.0,0.0,0.0
49,5900.0-6000.0,81.0,0.0,0.0,0.0
49,6000.0-6100.0,100.0,0.0,0.0,0.0
49,6100.0-6200.0,100.0,0.0,0.0,0.0
49,6200.0-6300.0,86.0,0.0,0.0,0.0
49,6300.0-6400.0,90.0,0.0,0.0,0.0
52,2800.0-2900.0,0.0,0.0,0.0,91.0
52,2900.0-3000.0,0.0,0.0,0.0,100.0
52,3000.0-3100.0,0.0,0.0,0.0,71.0
52,3100.0-3200.0,0.0,0.0,0.0,100.0
52,3200.0-3300.0,0.0,0.0,0.0,90.0
52,3300.0-3400.0,0.0,0.0,0.0,100.0
52,3400.0-3500.0,0.0,0.0,0.0,64.0
52,3500.0-3600.0,0.0,90.0,0.0,0.0
52,3600.0-3700.0,0.0,74.0,0.0,0.0
52,3700.0-3800.0,0.0,85.0,0.0,0.0
52,3800.0-3900.0,0.0,0.0,0.0,48.0
52,3900.0-4000.0,0.0,0.0,0.0,100.0
52,4000.0-4100.0,0.0,0.0,0.0,42.0
52,4100.0-4200.0,0.0,97.0,0.0,0.0
52,4200.0-4300.0,0.0,100.0,0.0,0.0
52,4300.0-4400.0,0.0,54.0,0.0,0.0
52,4400.0-4500.0,0.0,93.0,0.0,0.0
52,4500.0-4600.0,0.0,100.0,0.0,0.0
52,4600.0-4700.0,0.0,62.0,0.0,0.0
52,4700.0-4800.0,0.0,100.0,0.0,0.0
52,4800.0-4900.0,0.0,100.0,0.0,0.0
52,4900.0-5000.0,0.0,67.0,0.0,0.0
52,5000.0-5100.0,0.0,100.0,0.0,0.0
52,5100.0-5200.0,0.0,78.0,0.0,0.0
52,5200.0-5300.0,0.0,100.0,0.0,0.0
52,5300.0-5400.0,0.0,17.0,16.0,0.0
52,5400.0-5500.0,0.0,0.0,100.0,0.0
52,5500.0-5600.0,0.0,0.0,100.0,0.0
52,5600.0-5700.0,0.0,0.0,100.0,0.0
52,5700.0-5800.0,0.0,0.0,57.0,0.0
52,5800.0-5900.0,0.0,0.0,100.0,0.0
52,5900.0-6000.0,0.0,2.0,53.0,0.0
52,6000.0-6100.0,0.0,100.0,0.0,0.0
54,4700.0-4800.0,0.0,0.0,78.0,0.0
54,4800.0-4900.0,0.0,0.0,100.0,0.0
54,4900.0-5000.0,0.0,0.0,93.0,0.0
54,5000.0-5100.0,39.0,0.0,0.0,0.0
54,5100.0-5200.0,100.0,0.0,0.0,0.0
54,5200.0-5300.0,100.0,0.0,0.0,0.0
54,5300.0-5400.0,76.0,0.0,0.0,0.0
54,5400.0-5500.0,100.0,0.0,0.0,0.0
54,5500.0-5600.0,33.0,0.0,5.0,0.0
54,5600.0-5700.0,0.0,0.0,100.0,0.0
54,5700.0-5800.0,0.0,0.0,100.0,0.0
54,5800.0-5900.0,0.0,0.0,44.0,0.0
54,5900.0-6000.0,91.0,0.0,0.0,0.0
54,6000.0-6100.0,100.0,0.0,0.0,0.0
54,6100.0-6200.0,76.0,0.0,0.0,0.0
54,6200.0-6300.0,73.0,0.0,0.0,0.0
54,6300.0-6400.0,100.0,0.0,0.0,0.0
55,2500.0-2600.0,0.0,0.0,0.0,0.0
55,2600.0-2700.0,0.0,33.0,0.0,0.0
55,2700.0-2800.0,0.0,100.0,0.0,0.0
55,2800.0-2900.0,0.0,100.0,0.0,0.0
55,2900.0-3000.0,0.0,10.0,0.0,0.0
55,3000.0-3100.0,0.0,0.0,0.0,0.0
55,3100.0-3200.0,0.0,0.0,0.0,36.0
55,3200.0-3300.0,0.0,0.0,0.0,100.0
55,3300.0-3400.0,32.0,0.0,0.0,2.0
55,3400.0-3500.0,100.0,0.0,0.0,0.0
55,3500.0-3600.0,75.0,0.0,0.0,0.0
55,3600.0-3700.0,100.0,0.0,0.0,0.0
55,3700.0-3800.0,10.0,0.0,0.0,29.0
55,3800.0-3900.0,0.0,0.0,0.0,100.0
55,3900.0-4000.0,0.0,0.0,0.0,73.0
55,4000.0-4100.0,0.0,0.0,0.0,100.0
55,4100.0-4200.0,0.0,0.0,0.0,93.0
55,4200.0-4300.0,0.0,0.0,0.0,82.0
55,4300.0-4400.0,0.0,0.0,0.0,100.0
55,4400.0-4500.0,0.0,0.0,0.0,65.0
55,4500.0-4600.0,69.0,0.0,0.0,0.0
55,4600.0-4700.0,93.0,0.0,0.0,0.0
55,4700.0-4800.0,81.0,0.0,0.0,0.0
55,4800.0-4900.0,78.0,0.0,0.0,0.0
55,4900.0-5000.0,99.0,0.0,0.0,0.0
55,5000.0-5100.0,65.0,0.0,0.0,0.0
55,5100.0-5200.0,0.0,0.0,0.0,79.0
55,5200.0-5300.0,0.0,0.0,0.0,95.0
55,5300.0-5400.0,0.0,0.0,0.0,81.0
55,5400.0-5500.0,0.0,0.0,0.0,100.0
55,5500.0-5600.0,0.0,0.0,0.0,100.0
55,5600.0-5700.0,0.0,0.0,0.0,100.0
56,3000.0-3100.0,0.0,0.0,0.0,92.0
56,3100.0-3200.0,0.0,0.0,0.0,82.0
56,3200.0-3300.0,0.0,0.0,0.0,0.0
56,3300.0-3400.0,26.0,0.0,0.0,0.0
56,3400.0-3500.0,100.0,0.0,0.0,0.0
56,3500.0-3600.0,78.0,0.0,0.0,0.0
56,3600.0-3700.0,71.0,0.0,0.0,0.0
56,3700.0-3800.0,100.0,0.0,0.0,0.0
56,3800.0-3900.0,84.0,0.0,0.0,0.0
56,3900.0-4000.0,0.0,0.0,53.0,0.0
56,4000.0-4100.0,0.0,0.0,100.0,0.0
56,4100.0-4200.0,0.0,0.0,100.0,0.0
56,4200.0-4300.0,0.0,0.0,73.0,0.0
56,4300.0-4400.0,0.0,0.0,70.0,0.0
56,4400.0-4500.0,0.0,0.0,0.0,53.0
56,4500.0-4600.0,0.0,0.0,0.0,92.0
56,4600.0-4700.0,0.0,0.0,0.0,83.0
56,4700.0-4800.0,0.0,0.0,0.0,100.0
56,4800.0-4900.0,0.0,0.0,0.0,74.0
56,4900.0-5000.0,0.0,0.0,0.0,100.0
56,5000.0-5100.0,0.0,0.0,0.0,63.0
56,5100.0-5200.0,0.0,31.0,0.0,5.0
56,5200.0-5300.0,0.0,100.0,0.0,0.0
56,5300.0-5400.0,0.0,70.0,0.0,0.0
56,5400.0-5500.0,0.0,0.0,67.0,0.0
56,5500.0-5600.0,0.0,0.0,90.0,0.0
56,5600.0-5700.0,0.0,0.0,83.0,0.0
56,5700.0-5800.0,0.0,0.0,100.0,0.0
56,5800.0-5900.0,0.0,0.0,61.0,0.0
56,5900.0-6000.0,0.0,0.0,100.0,0.0
56,6000.0-6100.0,0.0,0.0,80.0,0.0
56,6100.0-6200.0,0.0,53.0,0.0,0.0
56,6200.0-6300.0,0.0,100.0,0.0,0.0
58,4500.0-4600.0,0.0,100.0,0.0,0.0
58,4600.0-4700.0,0.0,100.0,0.0,0.0
58,4700.0-4800.0,0.0,91.0,0.0,0.0
58,4800.0-4900.0,0.0,100.0,0.0,0.0
58,4900.0-5000.0,0.0,100.0,0.0,0.0
58,5000.0-5100.0,0.0,83.0,0.0,0.0
58,5100.0-5200.0,0.0,0.0,59.0,0.0
58,5200.0-5300.0,0.0,0.0,100.0,0.0
58,5300.0-5400.0,0.0,0.0,76.0,0.0
58,5400.0-5500.0,0.0,0.0,100.0,0.0
58,5500.0-5600.0,0.0,0.0,75.0,0.0
58,5600.0-5700.0,0.0,0.0,95.0,0.0
58,5700.0-5800.0,0.0,40.0,0.0,0.0
58,5800.0-5900.0,0.0,100.0,0.0,0.0
58,5900.0-6000.0,0.0,75.0,0.0,0.0
58,6000.0-6100.0,0.0,100.0,0.0,0.0
58,6100.0-6200.0,0.0,100.0,0.0,0.0
58,6200.0-6300.0,0.0,100.0,0.0,0.0
58,6300.0-6400.0,0.0,100.0,0.0,0.0
59,2500.0-2600.0,0.0,0.0,0.0,83.0
59,2600.0-2700.0,0.0,0.0,0.0,77.0
59,2700.0-2800.0,0.0,63.0,0.0,0.0
59,2800.0-2900.0,0.0,100.0,0.0,0.0
59,2900.0-3000.0,0.0,100.0,0.0,0.0
59,3000.0-3100.0,0.0,75.0,0.0,0.0
59,3100.0-3200.0,0.0,100.0,0.0,0.0
59,3200.0-3300.0,0.0,74.0,0.0,0.0
59,3300.0-3400.0,70.0,0.0,0.0,0.0
59,3400.0-3500.0,100.0,0.0,0.0,0.0
59,3500.0-3600.0,74.0,0.0,0.0,0.0
59,3600.0-3700.0,100.0,0.0,0.0,0.0
59,3700.0-3800.0,93.0,0.0,0.0,0.0
59,3800.0-3900.0,72.0,0.0,0.0,0.0
59,3900.0-4000.0,96.0,0.0,0.0,0.0
59,4000.0-4100.0,82.0,0.0,0.0,0.0
59,4100.0-4200.0,71.0,0.0,0.0,0.0
59,4200.0-4300.0,100.0,0.0,0.0,0.0
59,4300.0-4400.0,100.0,0.0,0.0,0.0
59,4400.0-4500.0,70.0,0.0,0.0,0.0
59,4500.0-4600.0,100.0,0.0,0.0,0.0
59,4600.0-4700.0,77.0,0.0,0.0,0.0
59,4700.0-4800.0,100.0,0.0,0.0,0.0
59,4800.0-4900.0,100.0,0.0,0.0,0.0
59,4900.0-5000.0,71.0,0.0,0.0,0.0
59,5000.0-5100.0,0.0,56.0,0.0,0.0
59,5100.0-5200.0,0.0,73.0,0.0,0.0
59,5200.0-5300.0,0.0,100.0,0.0,0.0
59,5300.0-5400.0,0.0,100.0,0.0,0.0
59,5400.0-5500.0,0.0,94.0,0.0,0.0
59,5500.0-5600.0,0.0,78.0,0.0,0.0
59,5600.0-5700.0,0.0,96.0,0.0,0.0
62,2900.0-3000.0,0.0,0.0,6.0,38.0
62,3000.0-3100.0,0.0,0.0,0.0,100.0
62,3100.0-3200.0,0.0,0.0,0.0,100.0
62,3200.0-3300.0,0.0,0.0,0.0,100.0
62,3300.0-3400.0,0.0,0.0,0.0,76.0
62,3400.0-3500.0,0.0,0.0,0.0,100.0
62,3500.0-3600.0,0.0,0.0,0.0,100.0
62,3600.0-3700.0,0.0,0.0,0.0,92.0
62,3700.0-3800.0,0.0,0.0,0.0,63.0
62,3800.0-3900.0,0.0,0.0,82.0,0.0
62,3900.0-4000.0,0.0,0.0,100.0,0.0
62,4000.0-4100.0,0.0,0.0,100.0,0.0
62,4100.0-4200.0,0.0,0.0,61.0,0.0
62,4200.0-4300.0,0.0,0.0,0.0,76.0
62,4300.0-4400.0,0.0,0.0,0.0,96.0
62,4400.0-4500.0,0.0,0.0,0.0,87.0
62,4500.0-4600.0,0.0,0.0,0.0,100.0
62,4600.0-4700.0,0.0,0.0,0.0,100.0
62,4700.0-4800.0,0.0,0.0,0.0,98.0
62,4800.0-4900.0,0.0,0.0,0.0,0.0
62,4900.0-5000.0,0.0,0.0,0.0,0.0
62,5000.0-5100.0,0.0,0.0,0.0,9.0
62,5100.0-5200.0,0.0,0.0,0.0,90.0
62,5200.0-5300.0,0.0,0.0,0.0,89.0
62,5300.0-5400.0,0.0,0.0,0.0,100.0
62,5400.0-5500.0,0.0,0.0,0.0,72.0
62,5500.0-5600.0,0.0,0.0,0.0,100.0
62,5600.0-5700.0,0.0,0.0,39.0,11.0
62,5700.0-5800.0,0.0,0.0,100.0,0.0
62,5800.0-5900.0,0.0,0.0,100.0,0.0
62,5900.0-6000.0,0.0,0.0,100.0,0.0
62,6000.0-6100.0,0.0,0.0,77.0,0.0
62,6100.0-6200.0,0.0,0.0,100.0,0.0
