trial_count	CURRENT_FIX_START	CLICKs	CURRENT_FIX_END	CURRENT_FIX_INTEREST_AREAS
58	6591	1200	6790	[ 4]
58	6829	1200	7823	[ 4]
59	9	1200	81	[ ]
59	377	1200	580	[ 4]
59	599	1200	1345	[ ]
59	1390	1200	1561	[ 3]
59	1598	1200	1825	[ 3]
59	2081	1200	2163	[ 1]
59	2207	1200	2389	[ 1]
59	2422	1200	2688	[ 1]
59	2699	1200	2825	[ 1]
59	2886	1200	3018	[ 2]
59	3047	1200	3249	[ 2]
59	3306	1200	3472	[ 1]
59	3499	1200	3724	[ 1]
59	3749	1200	4298	[ 1]
59	4314	1200	4637	[ 1]
59	4659	1200	4948	[ 1]
59	4957	1200	5390	[ 1]
59	5463	1200	5621	[ 3]
59	5633	1200	5725	[ 3]
59	5788	1200	6043	[ 4]
59	6067	1200	6253	[ 4]
59	6286	1200	6747	[ 4]
60	7	1200	1379	[ ]
60	1398	1200	1618	[ ]
60	1663	1200	1837	[ 2]
60	1859	1200	2403	[ 2]
60	2429	1200	2854	[ 2]
60	2908	1200	3011	[ 2]
60	3056	1200	3181	[ 4]
60	3252	1200	3385	[ 1]
60	3424	1200	3601	[ 3]
60	3646	1200	3671	[ ]
60	3715	1200	3939	[ 4]
60	3994	1200	4166	[ 3]
60	4225	1200	4466	[ 4]
60	4503	1200	5078	[ 4]
60	5109	1200	5434	[ 4]
60	5466	1200	5912	[ 4]
60	5942	1200	6209	[ 4]
61	7	1200	1225	[ ]
61	1243	1200	1363	[ ]
61	1415	1200	1502	[ 4]
61	1528	1200	1929	[ 4]
61	2160	1200	2329	[ 4]
61	2566	1200	2651	[ 4]
61	2696	1200	2922	[ 3]
61	2937	1200	3205	[ 3]
61	3220	1200	3330	[ 3]
61	3394	1200	3674	[ 1]
61	3698	1200	3807	[ 1]
61	4111	1200	4170	[ 1]
61	4217	1200	4330	[ 4]
61	4371	1200	4641	[ 3]
61	4674	1200	4823	[ 3]
61	4846	1200	4997	[ 3]
61	5207	1200	5343	[ 3]
61	5402	1200	5471	[ 4]
61	5523	1200	5683	[ 1]
61	5729	1200	5813	[ ]
61	5853	1200	6443	[ 3]
61	6476	1200	6791	[ 3]
62	14	1200	143	[ 4]
62	185	1200	1384	[ ]
62	1425	1200	1642	[ 4]
62	1696	1200	1849	[ ]
62	1875	1200	2209	[ 1]
62	2261	1200	2654	[ 3]
62	3424	1200	3489	[ ]
62	3542	1200	3702	[ 3]
62	3757	1200	3928	[ 4]
62	3949	1200	4187	[ 4]
62	4228	1200	4417	[ 3]
62	4440	1200	4669	[ 3]
62	4691	1200	4780	[ 3]
62	5007	1200	5047	[ 3]
62	5109	1200	5318	[ 4]
62	5342	1200	5476	[ 4]
62	5508	1200	5689	[ 4]
62	5725	1200	5889	[ 4]
62	5943	1200	6144	[ 3]
62	6180	1200	6301	[ 3]
62	6387	1200	6493	[ 1]
62	6525	1200	6596	[ 1]
62	6664	1200	6781	[ 2]
62	6820	1200	6995	[ 2]
63	57	1200	522	[ 1]
63	550	1200	1377	[ ]
63	1419	1200	1585	[ 3]
63	1596	1200	1669	[ 3]
63	1718	1200	1903	[ 3]
63	2320	1200	2392	[ 3]
63	2450	1200	2634	[ 1]
63	2692	1200	2841	[ 3]
63	2896	1200	2993	[ 1]
63	3063	1200	3126	[ 1]
63	3173	1200	3209	[ 4]
63	3260	1200	3377	[ 2]
63	3432	1200	3569	[ 3]
63	3592	1200	3851	[ 3]
63	3991	1200	4190	[ 2]
63	4457	1200	4503	[ ]
63	4551	1200	4761	[ 2]
63	4802	1200	5013	[ 2]
63	5046	1200	5308	[ 2]
63	5390	1200	5614	[ 4]
63	5686	1200	5885	[ ]
64	7	1200	244	[ ]
64	265	1200	539	[ ]
64	560	1200	1348	[ ]
64	1389	1200	1531	[ 1]
64	1574	1200	1716	[ 2]
64	1750	1200	2487	[ 2]
64	2509	1200	2652	[ 2]
64	2894	1200	3029	[ 1]
64	3087	1200	3213	[ 2]
64	3268	1200	3469	[ 1]
64	3490	1200	3758	[ 1]
64	3973	1200	4066	[ 1]
64	4262	1200	4330	[ 1]
64	4558	1200	4742	[ 1]
64	4955	1200	5421	[ 1]
64	5434	1200	5618	[ 1]
64	5637	1200	5882	[ 1]
64	5897	1200	6027	[ 1]
64	6108	1200	6268	[ 3]
64	6329	1200	7214	[ 1]
