trial_count	CURRENT_FIX_INTEREST_AREAS	CURRENT_FIX_START	CURRENT_FIX_END	verb_onset	Sentence_duration_ms
5	[ 2]	3916	4307	0	0
5	[ 2]	4328	4642	0	0
5	[ 3]	4685	4948	0	0
5	[ 2]	4989	5666	0	0
5	[ 2]	5679	6307	0	0
5	[ 2]	6330	6862	0	0
5	[ 1]	6934	7002	0	0
6	[ ]	7	1118	3135.133	0
6	[ ]	1236	1436	3135.133	0
6	[ ]	1592	1647	3135.133	0
6	[ ]	1804	2145	3135.133	0
6	[ ]	2156	2268	3135.133	0
6	[ ]	2280	2497	3135.133	0
6	[ 1]	3065	3140	3135.133	0
6	[ 1]	3155	3525	3135.133	0
6	[ ]	3559	3701	3135.133	0
6	[ ]	3716	4130	3135.133	0
6	[ 4]	4188	4336	3135.133	0
6	[ 4]	4348	4689	3135.133	0
6	[ 4]	4718	4865	3135.133	0
6	[ 4]	4889	4937	3135.133	0
6	[ 1]	4997	5095	3135.133	0
6	[ 1]	5118	5291	3135.133	0
6	[ 1]	5317	5457	3135.133	0
6	[ 1]	5480	5562	3135.133	0
6	[ 1]	5594	5900	3135.133	0
6	[ 1]	5914	6339	3135.133	0
6	[ 4]	6403	6539	3135.133	0
6	[ 2]	6583	6725	3135.133	0
6	[ 2]	6750	6867	3135.133	0
6	[ 1]	6928	7040	3135.133	0
6	[ 1]	7065	7582	3135.133	0
7	[ ]	7	906	0	0
7	[ ]	928	989	0	0
7	[ ]	1142	1334	0	0
7	[ ]	1343	1925	0	0
7	[ ]	1938	2109	0	0
7	[ 2]	2159	2367	0	0
7	[ 2]	2394	2603	0	0
7	[ 1]	2663	3127	0	0
7	[ 1]	3157	3366	0	0
7	[ 2]	3434	3581	0	0
7	[ 4]	3625	4245	0	0
7	[ 3]	4294	4696	0	0
7	[ 4]	4758	5359	0	0
7	[ 4]	5410	5624	0	0
7	[ 4]	5670	6302	0	0
7	[ ]	6345	6505	0	0
8	[ ]	7	347	2604.484	0
8	[ ]	369	778	2604.484	0
8	[ ]	795	1053	2604.484	0
8	[ ]	1167	1438	2604.484	0
8	[ ]	1445	1914	2604.484	0
8	[ 4]	1952	2231	2604.484	0
8	[ 4]	2239	2449	2604.484	0
8	[ 1]	2511	2662	2604.484	0
8	[ 2]	2709	2906	2604.484	0
8	[ 2]	2919	3197	2604.484	0
8	[ 1]	3248	3395	2604.484	0
8	[ 1]	3407	3834	2604.484	0
8	[ 4]	3898	3992	2604.484	0
8	[ 4]	4023	4178	2604.484	0
8	[ 4]	4215	4436	2604.484	0
8	[ 3]	4488	4616	2604.484	0
8	[ 3]	4633	4733	2604.484	0
8	[ 1]	4798	4918	2604.484	0
8	[ 1]	4942	5466	2604.484	0
8	[ 2]	5529	5656	2604.484	0
8	[ 2]	5675	5746	2604.484	0
8	[ 3]	5794	5941	2604.484	0
8	[ 4]	6001	6174	2604.484	0
8	[ 4]	6198	6370	2604.484	0
8	[ 4]	6412	6562	2604.484	0
8	[ 3]	6622	6828	2604.484	0
8	[ 1]	6916	7041	2604.484	0
9	[ ]	7	620	0	0
9	[ ]	630	1211	0	0
9	[ 1]	1229	1493	0	0
9	[ 1]	1505	1852	0	0
9	[ ]	1867	1969	0	0
9	[ 2]	2012	2209	0	0
9	[ 2]	2237	2452	0	0
9	[ ]	2487	2594	0	0
9	[ 2]	2991	3184	0	0
9	[ ]	3542	3638	0	0
9	[ 1]	3668	3920	0	0
9	[ 4]	4077	4294	0	0
9	[ 1]	4340	4517	0	0
9	[ 1]	4541	5489	0	0
9	[ 1]	5527	5880	0	0
9	[ ]	5928	6136	0	0
10	[ ]	7	453	2974.021	0
10	[ ]	552	867	2974.021	0
10	[ 2]	876	1100	2974.021	0
10	[ 2]	1109	1301	2974.021	0
10	[ 2]	1420	1940	2974.021	0
10	[ ]	1952	2128	2974.021	0
10	[ 2]	2153	2284	2974.021	0
10	[ 2]	2297	2602	2974.021	0
10	[ 1]	2642	2805	2974.021	0
10	[ ]	2826	3751	2974.021	0
10	[ 2]	3791	4101	2974.021	0
10	[ 2]	4133	4415	2974.021	0
10	[ ]	4463	4856	2974.021	0
10	[ 4]	4896	5160	2974.021	0
10	[ 3]	5202	5371	2974.021	0
10	[ 2]	5420	5537	2974.021	0
10	[ 2]	5555	5714	2974.021	0
10	[ 3]	5772	6199	2974.021	0
10	[ 3]	6232	6592	2974.021	0
10	[ 1]	6690	7062	2974.021	0
10	[ 3]	7132	7743	2974.021	0
10	[ 3]	7787	7949	2974.021	0
11	[ ]	7	910	0	0
11	[ ]	917	1873	0	0
11	[ 2]	1916	2129	0	0
11	[ 2]	2430	2507	0	0
11	[ ]	2913	3021	0	0
11	[ ]	3171	3323	0	0
11	[ ]	3338	3389	0	0
11	[ 1]	3551	3889	0	0
11	[ ]	3918	4153	0	0
11	[ 4]	4207	4805	0	0
11	[ 1]	4860	5712	0	0
11	[ 3]	5760	6585	0	0
11	[ 2]	6661	6745	0	0
