Trial,Time,% in 1,% in 2,% in 3,% in 4
3,2500.0-2600.0,0.0,0.0,100.0,0.0
3,2600.0-2700.0,0.0,0.0,54.0,0.0
3,2700.0-2800.0,0.0,0.0,0.0,99.0
3,2800.0-2900.0,0.0,0.0,0.0,0.0
3,2900.0-3000.0,0.0,0.0,0.0,82.0
3,3000.0-3100.0,0.0,0.0,0.0,82.0
3,3100.0-3200.0,0.0,0.0,53.0,0.0
3,3200.0-3300.0,0.0,0.0,100.0,0.0
3,3300.0-3400.0,0.0,0.0,63.0,0.0
3,3400.0-3500.0,0.0,0.0,100.0,0.0
3,3500.0-3600.0,0.0,0.0,100.0,0.0
3,3600.0-3700.0,0.0,0.0,100.0,0.0
3,3700.0-3800.0,0.0,0.0,100.0,0.0
3,3800.0-3900.0,0.0,0.0,100.0,0.0
3,3900.0-4000.0,0.0,0.0,100.0,0.0
3,4000.0-4100.0,0.0,0.0,100.0,0.0
3,4100.0-4200.0,0.0,0.0,100.0,0.0
3,4200.0-4300.0,0.0,0.0,100.0,0.0
3,4300.0-4400.0,0.0,0.0,100.0,0.0
3,4400.0-4500.0,0.0,0.0,100.0,0.0
3,4500.0-4600.0,0.0,0.0,100.0,0.0
3,4600.0-4700.0,0.0,0.0,71.0,0.0
3,4700.0-4800.0,1.0,0.0,45.0,0.0
3,4800.0-4900.0,100.0,0.0,0.0,0.0
3,4900.0-5000.0,100.0,0.0,0.0,0.0
3,5000.0-5100.0,100.0,0.0,0.0,0.0
3,5100.0-5200.0,100.0,0.0,0.0,0.0
3,5200.0-5300.0,71.0,0.0,0.0,0.0
3,5300.0-5400.0,100.0,0.0,0.0,0.0
3,5400.0-5500.0,100.0,0.0,0.0,0.0
3,5500.0-5600.0,87.0,0.0,0.0,0.0
3,5600.0-5700.0,100.0,0.0,0.0,0.0
3,5700.0-5800.0,100.0,0.0,0.0,0.0
3,5800.0-5900.0,100.0,0.0,0.0,0.0
3,5900.0-6000.0,50.0,0.0,0.0,0.0
3,6000.0-6100.0,0.0,0.0,0.0,0.0
3,6100.0-6200.0,0.0,0.0,0.0,0.0
3,6200.0-6300.0,0.0,0.0,0.0,0.0
3,6300.0-6400.0,63.0,0.0,0.0,0.0
3,6400.0-6500.0,91.0,0.0,0.0,0.0
3,6500.0-6600.0,97.0,0.0,0.0,0.0
3,6600.0-6700.0,100.0,0.0,0.0,0.0
3,6700.0-6800.0,100.0,0.0,0.0,0.0
3,6800.0-6900.0,100.0,0.0,0.0,0.0
3,6900.0-7000.0,80.0,0.0,0.0,0.0
3,7000.0-7100.0,0.0,0.0,0.0,0.0
3,7100.0-7200.0,0.0,0.0,0.0,0.0
4,0.0-100.0,0.0,0.0,0.0,0.0
4,100.0-200.0,0.0,0.0,0.0,0.0
4,200.0-300.0,0.0,0.0,0.0,0.0
4,300.0-400.0,0.0,0.0,0.0,0.0
4,400.0-500.0,0.0,0.0,0.0,0.0
4,500.0-600.0,0.0,0.0,0.0,0.0
4,600.0-700.0,0.0,0.0,0.0,70.0
4,700.0-800.0,0.0,0.0,0.0,100.0
4,800.0-900.0,0.0,0.0,0.0,78.0
4,900.0-1000.0,0.0,0.0,0.0,0.0
4,1000.0-1100.0,0.0,0.0,0.0,0.0
4,1100.0-1200.0,0.0,0.0,0.0,0.0
4,1200.0-1300.0,0.0,0.0,0.0,0.0
4,1300.0-1400.0,0.0,0.0,0.0,0.0
4,1400.0-1500.0,0.0,0.0,0.0,0.0
4,1500.0-1600.0,0.0,0.0,0.0,0.0
4,1600.0-1700.0,0.0,0.0,0.0,0.0
4,1700.0-1800.0,0.0,0.0,0.0,0.0
4,1800.0-1900.0,0.0,0.0,0.0,0.0
4,1900.0-2000.0,0.0,0.0,0.0,0.0
4,2000.0-2100.0,0.0,0.0,0.0,0.0
4,2100.0-2200.0,0.0,0.0,0.0,0.0
4,2200.0-2300.0,0.0,0.0,0.0,0.0
4,2300.0-2400.0,0.0,0.0,0.0,0.0
4,2400.0-2500.0,0.0,0.0,0.0,39.0
4,2500.0-2600.0,0.0,0.0,0.0,100.0
4,2600.0-2700.0,0.0,0.0,0.0,17.0
4,2700.0-2800.0,0.0,0.0,0.0,0.0
4,2800.0-2900.0,0.0,0.0,0.0,0.0
4,2900.0-3000.0,0.0,0.0,0.0,0.0
4,3000.0-3100.0,0.0,0.0,0.0,0.0
4,3100.0-3200.0,0.0,0.0,0.0,95.0
4,3200.0-3300.0,0.0,0.0,0.0,100.0
4,3300.0-3400.0,0.0,0.0,0.0,100.0
4,3400.0-3500.0,28.0,0.0,0.0,22.0
4,3500.0-3600.0,100.0,0.0,0.0,0.0
4,3600.0-3700.0,91.0,0.0,0.0,0.0
4,3700.0-3800.0,86.0,0.0,0.0,0.0
4,3800.0-3900.0,100.0,0.0,0.0,0.0
4,3900.0-4000.0,100.0,0.0,0.0,0.0
4,4000.0-4100.0,100.0,0.0,0.0,0.0
4,4100.0-4200.0,100.0,0.0,0.0,0.0
4,4200.0-4300.0,100.0,0.0,0.0,0.0
4,4300.0-4400.0,100.0,0.0,0.0,0.0
4,4400.0-4500.0,73.0,0.0,0.0,0.0
4,4500.0-4600.0,91.0,0.0,0.0,0.0
4,4600.0-4700.0,100.0,0.0,0.0,0.0
4,4700.0-4800.0,14.0,9.0,0.0,0.0
4,4800.0-4900.0,0.0,100.0,0.0,0.0
4,4900.0-5000.0,0.0,42.0,0.0,0.0
4,5000.0-5100.0,0.0,0.0,62.0,0.0
4,5100.0-5200.0,0.0,0.0,100.0,0.0
4,5200.0-5300.0,5.0,0.0,35.0,0.0
4,5300.0-5400.0,100.0,0.0,0.0,0.0
4,5400.0-5500.0,74.0,0.0,0.0,0.0
4,5500.0-5600.0,78.0,0.0,0.0,0.0
4,5600.0-5700.0,0.0,0.0,0.0,0.0
4,5700.0-5800.0,40.0,0.0,0.0,0.0
4,5800.0-5900.0,100.0,0.0,0.0,0.0
4,5900.0-6000.0,100.0,0.0,0.0,0.0
4,6000.0-6100.0,100.0,0.0,0.0,0.0
4,6100.0-6200.0,68.0,0.0,0.0,0.0
4,6200.0-6300.0,29.0,0.0,0.0,0.0
4,6300.0-6400.0,0.0,0.0,0.0,0.0
4,6400.0-6500.0,23.0,0.0,0.0,0.0
4,6500.0-6600.0,100.0,0.0,0.0,0.0
4,6600.0-6700.0,70.0,0.0,0.0,0.0
4,6700.0-6800.0,100.0,0.0,0.0,0.0
4,6800.0-6900.0,100.0,0.0,0.0,0.0
4,6900.0-7000.0,100.0,0.0,0.0,0.0
4,7000.0-7100.0,100.0,0.0,0.0,0.0
4,7100.0-7200.0,6.0,0.0,0.0,0.0
4,7200.0-7300.0,0.0,0.0,0.0,0.0
4,7300.0-7400.0,95.0,0.0,0.0,0.0
5,0.0-100.0,0.0,0.0,0.0,0.0
5,100.0-200.0,0.0,0.0,0.0,0.0
5,200.0-300.0,0.0,0.0,0.0,0.0
5,300.0-400.0,0.0,0.0,0.0,0.0
5,400.0-500.0,0.0,0.0,0.0,0.0
5,500.0-600.0,0.0,0.0,0.0,0.0
5,600.0-700.0,0.0,0.0,0.0,0.0
5,700.0-800.0,0.0,0.0,0.0,0.0
5,800.0-900.0,0.0,0.0,0.0,0.0
5,900.0-1000.0,0.0,0.0,0.0,0.0
5,1000.0-1100.0,0.0,0.0,0.0,0.0
5,1100.0-1200.0,0.0,0.0,0.0,0.0
5,1200.0-1300.0,0.0,0.0,0.0,0.0
5,1300.0-1400.0,0.0,0.0,0.0,0.0
5,1400.0-1500.0,0.0,0.0,0.0,0.0
5,1500.0-1600.0,0.0,0.0,0.0,0.0
5,1600.0-1700.0,0.0,0.0,0.0,0.0
5,1700.0-1800.0,0.0,0.0,0.0,0.0
5,1800.0-1900.0,0.0,0.0,0.0,0.0
5,1900.0-2000.0,0.0,0.0,49.0,0.0
5,2000.0-2100.0,0.0,0.0,100.0,0.0
5,2100.0-2200.0,0.0,0.0,100.0,0.0
5,2200.0-2300.0,0.0,0.0,100.0,0.0
5,2300.0-2400.0,0.0,0.0,100.0,0.0
5,2400.0-2500.0,15.0,0.0,43.0,0.0
5,2500.0-2600.0,100.0,0.0,0.0,0.0
5,2600.0-2700.0,100.0,0.0,0.0,0.0
5,2700.0-2800.0,93.0,0.0,0.0,0.0
5,2800.0-2900.0,0.0,0.0,58.0,0.0
5,2900.0-3000.0,0.0,0.0,95.0,0.0
5,3000.0-3100.0,0.0,0.0,0.0,0.0
5,3100.0-3200.0,0.0,0.0,0.0,0.0
5,3200.0-3300.0,0.0,0.0,0.0,0.0
5,3300.0-3400.0,0.0,1.0,0.0,0.0
5,3400.0-3500.0,0.0,100.0,0.0,0.0
5,3500.0-3600.0,0.0,7.0,26.0,0.0
5,3600.0-3700.0,0.0,0.0,100.0,0.0
5,3700.0-3800.0,0.0,0.0,100.0,0.0
5,3800.0-3900.0,0.0,0.0,84.0,0.0
5,3900.0-4000.0,0.0,0.0,68.0,0.0
5,4000.0-4100.0,0.0,0.0,0.0,0.0
5,4100.0-4200.0,0.0,0.0,29.0,0.0
5,4200.0-4300.0,0.0,0.0,100.0,0.0
5,4300.0-4400.0,0.0,0.0,100.0,0.0
5,4400.0-4500.0,0.0,0.0,100.0,0.0
5,4500.0-4600.0,0.0,0.0,97.0,0.0
5,4600.0-4700.0,71.0,0.0,0.0,0.0
5,4700.0-4800.0,100.0,0.0,0.0,0.0
5,4800.0-4900.0,100.0,0.0,0.0,0.0
5,4900.0-5000.0,100.0,0.0,0.0,0.0
5,5000.0-5100.0,100.0,0.0,0.0,0.0
5,5100.0-5200.0,100.0,0.0,0.0,0.0
5,5200.0-5300.0,100.0,0.0,0.0,0.0
5,5300.0-5400.0,100.0,0.0,0.0,0.0
5,5400.0-5500.0,100.0,0.0,0.0,0.0
5,5500.0-5600.0,100.0,0.0,0.0,0.0
5,5600.0-5700.0,98.0,0.0,0.0,0.0
5,5700.0-5800.0,71.0,0.0,0.0,0.0
5,5800.0-5900.0,100.0,0.0,0.0,0.0
5,5900.0-6000.0,100.0,0.0,0.0,0.0
5,6000.0-6100.0,16.0,0.0,0.0,0.0
5,6100.0-6200.0,96.0,0.0,0.0,0.0
5,6200.0-6300.0,100.0,0.0,0.0,0.0
5,6300.0-6400.0,100.0,0.0,0.0,0.0
5,6400.0-6500.0,53.0,0.0,0.0,0.0
5,6500.0-6600.0,0.0,0.0,0.0,0.0
5,6600.0-6700.0,0.0,0.0,0.0,0.0
5,6700.0-6800.0,67.0,0.0,0.0,0.0
5,6800.0-6900.0,100.0,0.0,0.0,0.0
5,6900.0-7000.0,100.0,0.0,0.0,0.0
5,7000.0-7100.0,100.0,0.0,0.0,0.0
5,7100.0-7200.0,100.0,0.0,0.0,0.0
5,7200.0-7300.0,100.0,0.0,0.0,0.0
5,7300.0-7400.0,100.0,0.0,0.0,0.0
5,7400.0-7500.0,100.0,0.0,0.0,0.0
5,7500.0-7600.0,31.0,0.0,0.0,0.0
6,0.0-100.0,0.0,0.0,0.0,0.0
6,100.0-200.0,0.0,0.0,0.0,0.0
6,200.0-300.0,0.0,0.0,0.0,0.0
6,300.0-400.0,0.0,0.0,0.0,0.0
6,400.0-500.0,0.0,0.0,0.0,0.0
6,500.0-600.0,0.0,0.0,0.0,0.0
6,600.0-700.0,0.0,31.0,0.0,0.0
6,700.0-800.0,0.0,100.0,0.0,0.0
6,800.0-900.0,0.0,100.0,0.0,0.0
6,900.0-1000.0,0.0,93.0,0.0,0.0
6,1000.0-1100.0,0.0,0.0,0.0,0.0
6,1100.0-1200.0,0.0,0.0,0.0,0.0
6,1200.0-1300.0,0.0,0.0,0.0,0.0
6,1300.0-1400.0,0.0,0.0,0.0,0.0
6,1400.0-1500.0,0.0,0.0,0.0,0.0
6,1500.0-1600.0,0.0,0.0,0.0,0.0
6,1600.0-1700.0,0.0,0.0,0.0,0.0
6,1700.0-1800.0,0.0,0.0,0.0,0.0
6,1800.0-1900.0,0.0,77.0,0.0,0.0
6,1900.0-2000.0,0.0,75.0,0.0,0.0
6,2000.0-2100.0,0.0,100.0,0.0,0.0
6,2100.0-2200.0,0.0,71.0,0.0,0.0
6,2200.0-2300.0,0.0,100.0,0.0,0.0
6,2300.0-2400.0,0.0,80.0,0.0,0.0
6,2400.0-2500.0,0.0,100.0,0.0,0.0
6,2500.0-2600.0,0.0,54.0,0.0,0.0
6,2600.0-2700.0,0.0,32.0,0.0,0.0
6,2700.0-2800.0,0.0,95.0,0.0,0.0
6,2800.0-2900.0,0.0,0.0,52.0,0.0
6,2900.0-3000.0,0.0,0.0,100.0,0.0
6,3000.0-3100.0,0.0,0.0,100.0,0.0
6,3100.0-3200.0,0.0,0.0,100.0,0.0
6,3200.0-3300.0,0.0,0.0,100.0,0.0
6,3300.0-3400.0,0.0,0.0,100.0,0.0
6,3400.0-3500.0,0.0,0.0,82.0,0.0
6,3500.0-3600.0,0.0,0.0,100.0,0.0
6,3600.0-3700.0,0.0,0.0,100.0,0.0
6,3700.0-3800.0,0.0,0.0,67.0,0.0
6,3800.0-3900.0,0.0,0.0,78.0,0.0
6,3900.0-4000.0,0.0,0.0,100.0,0.0
6,4000.0-4100.0,0.0,12.0,23.0,0.0
6,4100.0-4200.0,0.0,100.0,0.0,0.0
6,4200.0-4300.0,0.0,100.0,0.0,0.0
6,4300.0-4400.0,0.0,100.0,0.0,0.0
6,4400.0-4500.0,0.0,25.0,0.0,0.0
6,4500.0-4600.0,0.0,0.0,0.0,100.0
6,4600.0-4700.0,8.0,0.0,0.0,46.0
6,4700.0-4800.0,100.0,0.0,0.0,0.0
6,4800.0-4900.0,77.0,0.0,0.0,0.0
6,4900.0-5000.0,100.0,0.0,0.0,0.0
6,5000.0-5100.0,100.0,0.0,0.0,0.0
6,5100.0-5200.0,38.0,0.0,0.0,16.0
6,5200.0-5300.0,0.0,0.0,0.0,89.0
6,5300.0-5400.0,0.0,0.0,0.0,72.0
6,5400.0-5500.0,0.0,0.0,0.0,39.0
6,5500.0-5600.0,0.0,0.0,88.0,0.0
6,5600.0-5700.0,0.0,0.0,26.0,0.0
6,5700.0-5800.0,0.0,0.0,61.0,0.0
6,5800.0-5900.0,0.0,0.0,76.0,0.0
6,5900.0-6000.0,0.0,0.0,100.0,0.0
6,6000.0-6100.0,0.0,0.0,100.0,0.0
6,6100.0-6200.0,0.0,0.0,71.0,0.0
6,6200.0-6300.0,0.0,0.0,62.0,0.0
6,6300.0-6400.0,0.0,68.0,0.0,0.0
6,6400.0-6500.0,0.0,77.0,0.0,0.0
6,6500.0-6600.0,0.0,97.0,0.0,0.0
6,6600.0-6700.0,0.0,83.0,0.0,0.0
6,6700.0-6800.0,0.0,100.0,0.0,0.0
6,6800.0-6900.0,0.0,100.0,0.0,0.0
6,6900.0-7000.0,0.0,100.0,0.0,0.0
6,7000.0-7100.0,0.0,25.0,0.0,0.0
6,7100.0-7200.0,0.0,0.0,0.0,94.0
6,7200.0-7300.0,0.0,0.0,0.0,74.0
6,7300.0-7400.0,0.0,0.0,0.0,54.0
6,7400.0-7500.0,89.0,0.0,0.0,0.0
6,7500.0-7600.0,0.0,0.0,0.0,0.0
6,7600.0-7700.0,0.0,0.0,0.0,0.0
6,7700.0-7800.0,0.0,0.0,0.0,0.0
6,7800.0-7900.0,0.0,29.0,0.0,0.0
6,7900.0-8000.0,0.0,100.0,0.0,0.0
6,8000.0-8100.0,0.0,73.0,0.0,0.0
6,8100.0-8200.0,0.0,88.0,0.0,0.0
6,8200.0-8300.0,0.0,0.0,0.0,0.0
6,8300.0-8400.0,0.0,0.0,93.0,0.0
6,8400.0-8500.0,0.0,0.0,100.0,0.0
6,8500.0-8600.0,0.0,0.0,5.0,0.0
6,8600.0-8700.0,0.0,0.0,0.0,90.0
6,8700.0-8800.0,0.0,0.0,0.0,75.0
6,8800.0-8900.0,0.0,0.0,0.0,100.0
6,8900.0-9000.0,20.0,0.0,0.0,30.0
6,9000.0-9100.0,100.0,0.0,0.0,0.0
6,9100.0-9200.0,100.0,0.0,0.0,0.0
6,9200.0-9300.0,76.0,0.0,0.0,0.0
6,9300.0-9400.0,96.0,0.0,0.0,0.0
6,9400.0-9500.0,82.0,0.0,0.0,0.0
6,9500.0-9600.0,100.0,0.0,0.0,0.0
6,9600.0-9700.0,100.0,0.0,0.0,0.0
6,9700.0-9800.0,100.0,0.0,0.0,0.0
6,9800.0-9900.0,75.0,0.0,0.0,0.0
6,9900.0-10000.0,100.0,0.0,0.0,0.0
6,10000.0-10100.0,100.0,0.0,0.0,0.0
6,10100.0-10200.0,100.0,0.0,0.0,0.0
6,10200.0-10300.0,92.0,0.0,0.0,0.0
6,10300.0-10400.0,0.0,0.0,0.0,0.0
6,10400.0-10500.0,0.0,83.0,0.0,0.0
7,0.0-100.0,0.0,0.0,0.0,0.0
7,100.0-200.0,0.0,0.0,0.0,0.0
7,200.0-300.0,0.0,0.0,0.0,0.0
7,300.0-400.0,0.0,0.0,0.0,0.0
7,400.0-500.0,0.0,97.0,0.0,0.0
7,500.0-600.0,0.0,100.0,0.0,0.0
7,600.0-700.0,0.0,100.0,0.0,0.0
7,700.0-800.0,0.0,100.0,0.0,0.0
7,800.0-900.0,0.0,100.0,0.0,0.0
7,900.0-1000.0,0.0,100.0,0.0,0.0
7,1000.0-1100.0,0.0,100.0,0.0,0.0
7,1100.0-1200.0,0.0,100.0,0.0,0.0
7,1200.0-1300.0,0.0,100.0,0.0,0.0
7,1300.0-1400.0,0.0,100.0,0.0,0.0
7,1400.0-1500.0,0.0,100.0,0.0,0.0
7,1500.0-1600.0,0.0,100.0,0.0,0.0
7,1600.0-1700.0,0.0,100.0,0.0,0.0
7,1700.0-1800.0,0.0,63.0,0.0,0.0
7,1800.0-1900.0,0.0,59.0,0.0,0.0
7,1900.0-2000.0,0.0,3.0,0.0,0.0
7,2000.0-2100.0,0.0,100.0,0.0,0.0
7,2100.0-2200.0,0.0,100.0,0.0,0.0
